1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
1184, 16, 15, 1530000
